Date	Ticker	Change %	Stock Exchange
2026-06-10	TITN	-5.781	nasdaq stocks
2026-06-10	CHPT	-5.744	nyse stocks
2026-06-10	LAZ	-5.743	nyse stocks
2026-06-10	RIVN	-5.743	nasdaq stocks
2026-06-10	KNF	-5.733	nyse stocks
2026-06-10	NNE	-5.693	nasdaq stocks
2026-06-10	MBUU	-5.676	nasdaq stocks
2026-06-10	UPB	-5.648	nasdaq stocks
2026-06-10	UAMY	-5.64	nysemkt stocks
2026-06-10	INIO	-5.635	nasdaq stocks
2026-06-10	BE	-5.625	nyse stocks
2026-06-10	MIR	-5.609	nyse stocks
2026-06-10	ASTE	-5.589	nasdaq stocks
2026-06-10	ENVX	-5.572	nasdaq stocks
2026-06-10	ALK	-5.552	nyse stocks
2026-06-10	AAON	-5.548	nasdaq stocks
2026-06-10	CMCO	-5.538	nasdaq stocks
2026-06-10	APG	-5.528	nyse stocks
2026-06-10	LGN	-5.524	nasdaq stocks
2026-06-10	VCX	-5.508	nyse stocks
2026-06-10	FIX	-5.497	nyse stocks
2026-06-10	ECG	-5.492	nyse stocks
2026-06-10	FOUR	-5.491	nyse stocks
2026-06-10	SAIL	-5.463	nasdaq stocks
2026-06-10	FDMT	-5.423	nasdaq stocks
2026-06-10	PLPC	-5.417	nasdaq stocks
2026-06-10	BETA	-5.415	nyse stocks
2026-06-10	NXT	-5.415	nasdaq stocks
2026-06-10	ABSI	-5.411	nasdaq stocks
2026-06-10	JKS	-5.366	nyse stocks
2026-06-10	MTRX	-5.36	nasdaq stocks
2026-06-10	ROAD	-5.359	nasdaq stocks
2026-06-10	ZBRA	-5.348	nasdaq stocks
2026-06-10	EXPE	-5.344	nasdaq stocks
2026-06-10	PAYP	-5.317	nasdaq stocks
2026-06-10	NXE	-5.312	nyse stocks
2026-06-10	OLMA	-5.304	nasdaq stocks
2026-06-10	ORIC	-5.29	nasdaq stocks
2026-06-10	DTIL	-5.286	nasdaq stocks
2026-06-10	BAND	-5.286	nasdaq stocks
2026-06-10	ETN	-5.275	nyse stocks
2026-06-10	HRI	-5.26	nyse stocks
2026-06-10	COAG	-5.237	nasdaq stocks
2026-06-10	RCUS	-5.227	nyse stocks
2026-06-10	CNXC	-5.224	nasdaq stocks
2026-06-10	NRG	-5.224	nyse stocks
2026-06-10	PODD	-5.214	nasdaq stocks
2026-06-10	THO	-5.17	nyse stocks
2026-06-10	CSL	-5.163	nyse stocks
2026-06-10	MRNX	-5.156	nyse stocks
2026-06-10	SW	-5.139	nyse stocks
2026-06-10	DXCM	-5.138	nasdaq stocks
2026-06-10	CNM	-5.124	nyse stocks
2026-06-10	EME	-5.12	nyse stocks
2026-06-10	MPLT	-5.119	nasdaq stocks
2026-06-10	PWR	-5.094	nyse stocks
2026-06-10	AOSL	-5.079	nasdaq stocks
2026-06-10	ICLR	-5.028	nasdaq stocks
2026-06-10	PENG	-5.025	nasdaq stocks
2026-06-10	JHX	-5.006	nyse stocks
2026-06-09	GMM	-49.765	nasdaq stocks
2026-06-09	JLHL	-41.176	nasdaq stocks
2026-06-09	SDOT	-25.174	nasdaq stocks
2026-06-09	FAC	-20.0	nasdaq stocks
2026-06-09	RGTIW	-19.864	nasdaq stocks
2026-06-09	AAOI	-19.617	nasdaq stocks
2026-06-09	CRMT	-19.231	nasdaq stocks
2026-06-09	AXTI	-18.19	nasdaq stocks
2026-06-09	CPSH	-17.99	nasdaq stocks
2026-06-09	MB	-17.609	nasdaq stocks
2026-06-09	CNXU	-17.464	nasdaq stocks
2026-06-09	MBAVU	-17.143	nasdaq stocks
2026-06-09	IRE	-17.07	nyse stocks
2026-06-09	XXII	-15.614	nasdaq stocks
2026-06-09	EH	-14.904	nasdaq stocks
2026-06-09	WOLF	-14.421	nyse stocks
2026-06-09	SKIL	-14.025	nyse stocks
2026-06-09	HYLN	-13.735	nysemkt stocks
2026-06-09	ERNA	-13.222	nasdaq stocks
2026-06-09	VATE	-12.932	nyse stocks
2026-06-09	SHLS	-12.783	nasdaq stocks
2026-06-09	PPIH	-12.703	nasdaq stocks
2026-06-09	COHR	-11.865	nyse stocks
2026-06-09	BNAI	-11.857	nasdaq stocks
2026-06-09	FLY	-11.848	nasdaq stocks
2026-06-09	POET	-11.837	nasdaq stocks
2026-06-09	PRIM	-11.62	nyse stocks
2026-06-09	UEC	-11.586	nysemkt stocks
2026-06-09	SMX	-11.467	nasdaq stocks
2026-06-09	PCT	-11.412	nasdaq stocks
2026-06-09	ALOY	-11.261	nasdaq stocks
2026-06-09	CXDO	-11.198	nasdaq stocks
2026-06-09	PDYN	-11.165	nasdaq stocks
2026-06-09	MPL	-11.143	nyse stocks
2026-06-09	ADTN	-11.049	nasdaq stocks
2026-06-09	STI	-11.0	nasdaq stocks
2026-06-09	DMRC	-10.992	nasdaq stocks
2026-06-09	MRVL	-10.969	nasdaq stocks
2026-06-09	MXL	-10.964	nasdaq stocks
2026-06-09	TRLV	-10.923	nyse stocks
2026-06-09	MX	-10.922	nyse stocks
2026-06-09	CRNC	-10.775	nasdaq stocks
2026-06-09	HIMX	-10.441	nasdaq stocks
2026-06-09	CHRN	-10.343	nasdaq stocks
2026-06-09	MPAA	-10.34	nasdaq stocks
2026-06-09	LWLG	-10.296	nasdaq stocks
2026-06-09	ARM	-10.295	nasdaq stocks
2026-06-09	QNT	-10.261	nasdaq stocks
2026-06-09	AOSL	-10.199	nasdaq stocks
2026-06-09	FJET	-10.037	nysemkt stocks
2026-06-09	WOK	-9.946	nasdaq stocks
2026-06-09	ASTI	-9.908	nasdaq stocks
2026-06-09	BRUNW	-9.883	nasdaq stocks
2026-06-09	ISOU	-9.858	nysemkt stocks
2026-06-09	SEDG	-9.835	nasdaq stocks
2026-06-09	PLBL	-9.758	nasdaq stocks
2026-06-09	SERV	-9.583	nasdaq stocks
2026-06-09	DXYZ	-9.577	nyse stocks
2026-06-09	TMCR	-9.561	nasdaq stocks
2026-06-09	LITE	-9.544	nasdaq stocks
2026-06-09	DBI	-9.536	nyse stocks
2026-06-09	SMCI	-9.532	nasdaq stocks
2026-06-09	LFVN	-9.524	nasdaq stocks
2026-06-09	AMPX	-9.412	nyse stocks
2026-06-09	EAF	-9.365	nyse stocks
2026-06-09	BAND	-9.317	nasdaq stocks
2026-06-09	RGTI	-9.25	nasdaq stocks
2026-06-09	IONQ	-9.151	nyse stocks
2026-06-09	QSU	-9.147	nyse stocks
2026-06-09	XE	-9.079	nasdaq stocks
2026-06-09	TGEN	-9.047	nysemkt stocks
2026-06-09	INSG	-8.98	nasdaq stocks
2026-06-09	BNR	-8.939	nasdaq stocks
2026-06-09	CYD	-8.913	nyse stocks
2026-06-09	NKLR	-8.897	nasdaq stocks
2026-06-09	LUNR	-8.823	nasdaq stocks
2026-06-09	TSSI	-8.804	nasdaq stocks
2026-06-09	ASTS	-8.743	nasdaq stocks
2026-06-09	BOT	-8.722	nasdaq stocks
2026-06-09	QBTS	-8.678	nyse stocks
2026-06-09	RKLB	-8.662	nasdaq stocks
2026-06-09	MEI	-8.644	nyse stocks
2026-06-09	BBOT	-8.642	nasdaq stocks
2026-06-09	RVI	-8.62	nyse stocks
2026-06-09	NNE	-8.579	nasdaq stocks
2026-06-09	GLW	-8.539	nyse stocks
2026-06-09	ENVX	-8.537	nasdaq stocks
2026-06-09	APLD	-8.514	nasdaq stocks
2026-06-09	DPRO	-8.486	nasdaq stocks
2026-06-09	IREN	-8.379	nasdaq stocks
2026-06-09	OUST	-8.373	nasdaq stocks
2026-06-09	BKSY	-8.367	nyse stocks
2026-06-09	HUT	-8.365	nasdaq stocks
2026-06-09	QUIK	-8.341	nasdaq stocks
2026-06-09	QUBT	-8.341	nasdaq stocks
2026-06-09	INFQ	-8.294	nyse stocks
2026-06-09	SND	-8.291	nasdaq stocks
2026-06-09	VOYG	-8.252	nyse stocks
2026-06-09	XNDU	-8.187	nasdaq stocks
2026-06-09	DCOY	-8.167	nasdaq stocks
2026-06-09	IRDM	-8.117	nasdaq stocks
2026-06-09	UMAC	-8.077	nysemkt stocks
2026-06-09	ALMU	-8.068	nasdaq stocks
2026-06-09	FN	-8.051	nyse stocks
2026-06-09	KEEL	-7.98	nasdaq stocks
2026-06-09	TDIC	-7.953	nasdaq stocks
2026-06-09	LPTH	-7.859	nasdaq stocks
2026-06-09	CIFR	-7.84	nasdaq stocks
2026-06-09	WSHP	-7.83	nasdaq stocks
2026-06-09	BMM	-7.801	nasdaq stocks
2026-06-09	ACHR	-7.799	nyse stocks
2026-06-09	ASBP	-7.799	nasdaq stocks
2026-06-09	JKS	-7.778	nyse stocks
2026-06-09	SPAI	-7.774	nasdaq stocks
2026-06-09	RFIL	-7.675	nasdaq stocks
2026-06-09	HAWK	-7.663	nyse stocks
2026-06-09	TE	-7.642	nyse stocks
2026-06-09	CEVA	-7.635	nasdaq stocks
2026-06-09	WATT	-7.623	nasdaq stocks
2026-06-09	EOSE	-7.539	nasdaq stocks
2026-06-09	EXYN	-7.538	nasdaq stocks
2026-06-09	IDYA	-7.515	nasdaq stocks
2026-06-09	MTA	-7.486	nysemkt stocks
2026-06-09	LASR	-7.451	nasdaq stocks
2026-06-09	EXOZ	-7.415	nasdaq stocks
2026-06-09	UAMY	-7.379	nysemkt stocks
2026-06-09	NXT	-7.356	nasdaq stocks
2026-06-09	RDW	-7.353	nyse stocks
2026-06-09	DQ	-7.341	nyse stocks
2026-06-09	CBRS	-7.323	nasdaq stocks
2026-06-09	EIKN	-7.294	nasdaq stocks
2026-06-09	VWAV	-7.279	nasdaq stocks
2026-06-09	CSIQ	-7.278	nasdaq stocks
2026-06-09	JFB	-7.2	nasdaq stocks
2026-06-09	AMSC	-7.169	nasdaq stocks
2026-06-09	VIAV	-7.14	nasdaq stocks
2026-06-09	GSIT	-7.121	nasdaq stocks
2026-06-09	IPGP	-7.117	nasdaq stocks
2026-06-09	EDSA	-7.057	nasdaq stocks
2026-06-09	STX	-7.031	nasdaq stocks
2026-06-09	DGXX	-7.019	nasdaq stocks
2026-06-09	HYMC	-6.999	nasdaq stocks
2026-06-09	AGPU	-6.967	nasdaq stocks
2026-06-09	UUUU	-6.962	nysemkt stocks
2026-06-09	SOC	-6.924	nyse stocks
2026-06-09	GILT	-6.897	nasdaq stocks
2026-06-09	SMR	-6.89	nyse stocks
2026-06-09	MRAM	-6.88	nasdaq stocks
2026-06-09	RMBS	-6.819	nasdaq stocks
2026-06-09	TSXU	-6.792	nyse stocks
2026-06-09	OSS	-6.791	nasdaq stocks
2026-06-09	HCAI	-6.791	nasdaq stocks
2026-06-09	CRML	-6.775	nasdaq stocks
2026-06-09	ALTO	-6.738	nasdaq stocks
2026-06-09	NVTS	-6.735	nasdaq stocks
2026-06-09	PL	-6.732	nyse stocks
2026-06-09	HMH	-6.721	nasdaq stocks
2026-06-09	RIVN	-6.702	nasdaq stocks
2026-06-09	IPWR	-6.699	nasdaq stocks
2026-06-09	RCAT	-6.691	nasdaq stocks
2026-06-09	APP	-6.688	nasdaq stocks
2026-06-09	ONDS	-6.676	nasdaq stocks
2026-06-09	SATL	-6.676	nasdaq stocks
2026-06-09	BKH	-6.665	nyse stocks
2026-06-09	LUMN	-6.615	nyse stocks
2026-06-09	TSEM	-6.577	nasdaq stocks
2026-06-09	LTRX	-6.544	nasdaq stocks
2026-06-09	NTLA	-6.531	nasdaq stocks
2026-06-09	SOUN	-6.52	nasdaq stocks
2026-06-09	SYNA	-6.514	nasdaq stocks
2026-06-09	OBE	-6.51	nysemkt stocks
2026-06-09	MAMA	-6.505	nasdaq stocks
2026-06-09	TTXU	-6.504	nyse stocks
2026-06-09	ATOM	-6.497	nasdaq stocks
2026-06-09	RUN	-6.491	nasdaq stocks
2026-06-09	AIXI	-6.475	nasdaq stocks
2026-06-09	AGMB	-6.419	nasdaq stocks
2026-06-09	BB	-6.356	nyse stocks
2026-06-09	SANM	-6.352	nasdaq stocks
2026-06-09	CTGO	-6.344	nysemkt stocks
2026-06-09	FPS	-6.311	nyse stocks
2026-06-09	ENPH	-6.303	nasdaq stocks
2026-06-09	STRL	-6.296	nasdaq stocks
2026-06-09	WKEY	-6.266	nasdaq stocks
2026-06-09	IE	-6.261	nysemkt stocks
2026-06-09	CCOI	-6.228	nasdaq stocks
2026-06-09	PXLW	-6.182	nasdaq stocks
2026-06-09	USAR	-6.174	nasdaq stocks
2026-06-09	NWE	-6.159	nasdaq stocks
2026-06-09	MP	-6.145	nyse stocks
2026-06-09	ECG	-6.099	nyse stocks
2026-06-09	ELVA	-6.095	nasdaq stocks
2026-06-09	TTMI	-6.073	nasdaq stocks
2026-06-09	SBMT	-6.053	nysemkt stocks
2026-06-09	BTDR	-6.041	nasdaq stocks
2026-06-09	WULF	-6.036	nasdaq stocks
2026-06-09	FORM	-6.03	nasdaq stocks
2026-06-09	ASPI	-6.029	nasdaq stocks
2026-06-09	KC	-6.003	nasdaq stocks
2026-06-09	SEI	-6.001	nyse stocks
2026-06-09	REA	-5.981	nyse stocks
2026-06-09	LSCC	-5.978	nasdaq stocks
2026-06-09	FEIM	-5.917	nasdaq stocks
2026-06-09	BETA	-5.886	nyse stocks
2026-06-09	PENG	-5.879	nasdaq stocks
2026-06-09	STAK	-5.833	nasdaq stocks
2026-06-09	VMET	-5.813	nasdaq stocks
2026-06-09	AMBA	-5.761	nasdaq stocks
2026-06-09	AIP	-5.728	nasdaq stocks
2026-06-09	P	-5.711	nyse stocks
2026-06-09	CIEN	-5.703	nyse stocks
2026-06-09	SVM	-5.702	nysemkt stocks
2026-06-09	ASO	-5.688	nasdaq stocks
2026-06-09	FSLR	-5.687	nasdaq stocks
2026-06-09	RUM	-5.675	nasdaq stocks
2026-06-09	PONY	-5.656	nasdaq stocks
2026-06-09	GDYN	-5.65	nasdaq stocks
2026-06-09	WBTN	-5.622	nasdaq stocks
2026-06-09	SPCB	-5.62	nasdaq stocks
2026-06-09	ARRY	-5.612	nasdaq stocks
2026-06-09	CORZW	-5.563	nasdaq stocks
2026-06-09	AZ	-5.512	nasdaq stocks
2026-06-09	ONTO	-5.507	nyse stocks
2026-06-09	GMTL	-5.485	nysemkt stocks
2026-06-09	VSH	-5.478	nyse stocks
2026-06-09	PLRZ	-5.46	nasdaq stocks
2026-06-09	KF	-5.457	nyse stocks
2026-06-09	AMD	-5.446	nasdaq stocks
2026-06-09	YSS	-5.432	nyse stocks
2026-06-09	AEHR	-5.43	nasdaq stocks
2026-06-09	TNDM	-5.424	nasdaq stocks
2026-06-09	SLVX	-5.421	nyse stocks
2026-06-09	EWTX	-5.415	nasdaq stocks
2026-06-09	NGS	-5.387	nyse stocks
2026-06-09	NESR	-5.387	nasdaq stocks
2026-06-09	ARQQ	-5.379	nasdaq stocks
2026-06-09	CRWV	-5.356	nasdaq stocks
2026-06-09	XXI	-5.336	nyse stocks
2026-06-09	AYA	-5.335	nasdaq stocks
2026-06-09	HNRG	-5.325	nasdaq stocks
2026-06-09	ASYS	-5.313	nasdaq stocks
2026-06-09	HLIT	-5.3	nasdaq stocks
2026-06-09	MU	-5.291	nasdaq stocks
2026-06-09	ALGM	-5.262	nasdaq stocks
2026-06-09	SRTA	-5.254	nasdaq stocks
2026-06-09	DELL	-5.247	nyse stocks
2026-06-09	TITN	-5.22	nasdaq stocks
2026-06-09	TSAT	-5.214	nasdaq stocks
2026-06-09	MYRG	-5.207	nasdaq stocks
2026-06-09	SYM	-5.192	nasdaq stocks
2026-06-09	POWL	-5.173	nasdaq stocks
2026-06-09	GRRR	-5.173	nasdaq stocks
2026-06-09	NNNN	-5.172	nasdaq stocks
2026-06-09	INV	-5.158	nasdaq stocks
2026-06-09	RILY	-5.143	nasdaq stocks
2026-06-09	AVEX	-5.128	nyse stocks
2026-06-09	QCOM	-5.103	nasdaq stocks
2026-06-09	SPIR	-5.079	nyse stocks
2026-06-09	QS	-5.075	nasdaq stocks
2026-06-09	CDE	-5.074	nyse stocks
2026-06-09	CENX	-5.07	nasdaq stocks
2026-06-09	CHPT	-5.062	nyse stocks
2026-06-09	TPB	-5.057	nyse stocks
2026-06-09	CLFD	-5.052	nasdaq stocks
2026-06-09	INOD	-5.043	nasdaq stocks
2026-06-09	DK	-5.019	nyse stocks
2026-06-08	NNNN	-25.163	nasdaq stocks
2026-06-08	MNTS	-25.077	nasdaq stocks
2026-06-08	ASTC	-20.724	nasdaq stocks
2026-06-08	STI	-18.936	nasdaq stocks
2026-06-08	MLAC	-18.25	nasdaq stocks
2026-06-08	TOYO	-17.761	nasdaq stocks
2026-06-08	WLTH	-14.619	nasdaq stocks
2026-06-08	EXYN	-14.317	nasdaq stocks
2026-06-08	MWC	-13.385	nasdaq stocks
2026-06-08	MRLN	-13.344	nasdaq stocks
2026-06-08	SHAZ	-13.333	nasdaq stocks
2026-06-08	IPWR	-13.081	nasdaq stocks
2026-06-08	BRC	-13.021	nyse stocks
2026-06-08	FTH	-12.829	nasdaq stocks
2026-06-08	JBIO	-12.719	nasdaq stocks
2026-06-08	MI	-12.716	nysemkt stocks
2026-06-08	FRVO	-11.998	nasdaq stocks
2026-06-08	AMOD	-11.827	nasdaq stocks
2026-06-08	AGX	-11.336	nyse stocks
2026-06-08	FCEL	-11.197	nasdaq stocks
2026-06-08	NVAX	-10.037	nasdaq stocks
2026-06-08	UPB	-9.986	nasdaq stocks
2026-06-08	OPAD	-9.983	nyse stocks
2026-06-08	QTTB	-9.955	nasdaq stocks
2026-06-08	NBIS	-9.326	nasdaq stocks
2026-06-08	PAVM	-9.282	nasdaq stocks
2026-06-08	CRMT	-9.066	nasdaq stocks
2026-06-08	WAVE	-9.021	nasdaq stocks
2026-06-08	PSNL	-8.984	nasdaq stocks
2026-06-08	AEHR	-8.971	nasdaq stocks
2026-06-08	FEMY	-8.953	nasdaq stocks
2026-06-08	LIXT	-8.84	nasdaq stocks
2026-06-08	EOSE	-8.669	nasdaq stocks
2026-06-08	TE	-8.517	nyse stocks
2026-06-08	CODX	-8.318	nasdaq stocks
2026-06-08	DXYZ	-8.126	nyse stocks
2026-06-08	PUSA	-7.957	nasdaq stocks
2026-06-08	WOLF	-7.894	nyse stocks
2026-06-08	NRGV	-7.843	nyse stocks
2026-06-08	TXG	-7.838	nasdaq stocks
2026-06-08	KOD	-7.812	nasdaq stocks
2026-06-08	PARK	-7.752	nasdaq stocks
2026-06-08	CAI	-7.719	nasdaq stocks
2026-06-08	TRAX	-7.67	nasdaq stocks
2026-06-08	CSPI	-7.667	nasdaq stocks
2026-06-08	LAZ	-7.652	nyse stocks
2026-06-08	CNXU	-7.455	nasdaq stocks
2026-06-08	ABCL	-7.423	nasdaq stocks
2026-06-08	NXTS	-7.387	nasdaq stocks
2026-06-08	DQ	-7.377	nyse stocks
2026-06-08	MXL	-7.333	nasdaq stocks
2026-06-08	KPTI	-7.298	nasdaq stocks
2026-06-08	SWMR	-7.29	nasdaq stocks
2026-06-08	NXT	-7.249	nasdaq stocks
2026-06-08	SEB	-7.234	nysemkt stocks
2026-06-08	GHRS	-7.196	nasdaq stocks
2026-06-08	ENSG	-7.176	nasdaq stocks
2026-06-08	PS	-7.147	nyse stocks
2026-06-08	UMAC	-7.081	nysemkt stocks
2026-06-08	ARTV	-7.079	nasdaq stocks
2026-06-08	TSAT	-7.078	nasdaq stocks
2026-06-08	UNFI	-7.039	nyse stocks
2026-06-08	MLEC	-7.022	nasdaq stocks
2026-06-08	IMTX	-7.006	nasdaq stocks
2026-06-08	EDSA	-6.969	nasdaq stocks
2026-06-08	ALMR	-6.883	nasdaq stocks
2026-06-08	AMPX	-6.874	nyse stocks
2026-06-08	DRUG	-6.849	nasdaq stocks
2026-06-08	BRAI	-6.83	nasdaq stocks
2026-06-08	MPL	-6.772	nyse stocks
2026-06-08	TJGC	-6.716	nasdaq stocks
2026-06-08	MBX	-6.71	nasdaq stocks
2026-06-08	MCRB	-6.686	nasdaq stocks
2026-06-08	NEXA	-6.652	nyse stocks
2026-06-08	NRT	-6.618	nyse stocks
2026-06-08	INGN	-6.615	nasdaq stocks
2026-06-08	UONE	-6.61	nasdaq stocks
2026-06-08	NVTS	-6.547	nasdaq stocks
2026-06-08	FJET	-6.544	nysemkt stocks
2026-06-08	BRBR	-6.509	nyse stocks
2026-06-08	LTBR	-6.502	nasdaq stocks
2026-06-08	NRIX	-6.487	nasdaq stocks
2026-06-08	BBBY	-6.485	nyse stocks
2026-06-08	OPFI	-6.444	nyse stocks
2026-06-08	BW	-6.423	nyse stocks
2026-06-08	VSEC	-6.382	nasdaq stocks
2026-06-08	GMRS	-6.372	nyse stocks
2026-06-08	SUPX	-6.355	nasdaq stocks
2026-06-08	APAM	-6.353	nyse stocks
2026-06-08	USAR	-6.326	nasdaq stocks
2026-06-08	AGBK	-6.324	nasdaq stocks
2026-06-08	RVI	-6.323	nyse stocks
2026-06-08	COOK	-6.311	nyse stocks
2026-06-08	SATL	-6.242	nasdaq stocks
2026-06-08	SLS	-6.228	nasdaq stocks
2026-06-08	ARRY	-6.22	nasdaq stocks
2026-06-08	SA	-6.202	nyse stocks
2026-06-08	QSU	-6.149	nyse stocks
2026-06-08	FATN	-6.117	nasdaq stocks
2026-06-08	ANDG	-6.091	nyse stocks
2026-06-08	BKSY	-6.082	nyse stocks
2026-06-08	SGMT	-6.043	nasdaq stocks
2026-06-08	OSS	-6.043	nasdaq stocks
2026-06-08	TNDM	-6.011	nasdaq stocks
2026-06-08	PACS	-5.953	nyse stocks
2026-06-08	JKS	-5.947	nyse stocks
2026-06-08	BOBS	-5.919	nyse stocks
2026-06-08	ONT	-5.919	nyse stocks
2026-06-08	SMID	-5.892	nasdaq stocks
2026-06-08	NNAVW	-5.876	nasdaq stocks
2026-06-08	HOFT	-5.841	nasdaq stocks
2026-06-08	TWLO	-5.802	nyse stocks
2026-06-08	PCT	-5.765	nasdaq stocks
2026-06-08	MOVE	-5.76	nasdaq stocks
2026-06-08	CYTK	-5.708	nasdaq stocks
2026-06-08	USGO	-5.687	nasdaq stocks
2026-06-08	CHCI	-5.683	nasdaq stocks
2026-06-08	FBRX	-5.678	nasdaq stocks
2026-06-08	AGPU	-5.631	nasdaq stocks
2026-06-08	IMUX	-5.616	nasdaq stocks
2026-06-08	RCAT	-5.606	nasdaq stocks
2026-06-08	TTAN	-5.566	nasdaq stocks
2026-06-08	SMMT	-5.556	nasdaq stocks
2026-06-08	AMRC	-5.482	nyse stocks
2026-06-08	AIRS	-5.461	nasdaq stocks
2026-06-08	GWRE	-5.456	nyse stocks
2026-06-08	AMPL	-5.416	nasdaq stocks
2026-06-08	RLMD	-5.381	nasdaq stocks
2026-06-08	AEVA	-5.369	nasdaq stocks
2026-06-08	CHRN	-5.366	nasdaq stocks
2026-06-08	OFIX	-5.366	nasdaq stocks
2026-06-08	FRHC	-5.355	nasdaq stocks
2026-06-08	CRSR	-5.346	nasdaq stocks
2026-06-08	GLIBA	-5.335	nasdaq stocks
2026-06-08	CMPS	-5.327	nasdaq stocks
2026-06-08	VSAT	-5.306	nasdaq stocks
2026-06-08	MLYS	-5.303	nasdaq stocks
2026-06-08	POCI	-5.299	nasdaq stocks
2026-06-08	LMRI	-5.297	nasdaq stocks
2026-06-08	BAND	-5.261	nasdaq stocks
2026-06-08	ENPH	-5.25	nasdaq stocks
2026-06-08	LWLG	-5.244	nasdaq stocks
2026-06-08	ALM	-5.242	nasdaq stocks
2026-06-08	STRO	-5.23	nasdaq stocks
2026-06-08	ASTS	-5.22	nasdaq stocks
2026-06-08	IMA	-5.219	nasdaq stocks
2026-06-08	LENZ	-5.219	nasdaq stocks
2026-06-08	SEDG	-5.219	nasdaq stocks
2026-06-08	VEON	-5.214	nasdaq stocks
2026-06-08	MMYT	-5.205	nasdaq stocks
2026-06-08	ANNX	-5.195	nasdaq stocks
2026-06-08	ALB	-5.177	nyse stocks
2026-06-08	ADV	-5.169	nasdaq stocks
2026-06-08	WAY	-5.147	nasdaq stocks
2026-06-08	WT	-5.124	nyse stocks
2026-06-08	ATRA	-5.123	nasdaq stocks
2026-06-08	DUKR	-5.116	nasdaq stocks
2026-06-08	ELVN	-5.08	nasdaq stocks
2026-06-08	WSHP	-5.055	nasdaq stocks
2026-06-08	PVLA	-5.009	nasdaq stocks
2026-06-08	AKAM	-5.002	nasdaq stocks
2026-06-08	SEPN	-5.0	nasdaq stocks
2026-06-05	EGG	-45.0	nysemkt stocks
2026-06-05	EDSA	-27.858	nasdaq stocks
2026-06-05	TSAT	-20.4	nasdaq stocks
2026-06-05	IMDX	-20.0	nasdaq stocks
2026-06-05	SHMD	-19.841	nasdaq stocks
2026-06-05	RGTIW	-18.56	nasdaq stocks
2026-06-05	FATN	-18.548	nasdaq stocks
2026-06-05	TGEN	-18.324	nysemkt stocks
2026-06-05	POET	-18.145	nasdaq stocks
2026-06-05	INSG	-17.77	nasdaq stocks
2026-06-05	VCX	-17.575	nyse stocks
2026-06-05	ASTC	-17.059	nasdaq stocks
2026-06-05	AGMB	-17.057	nasdaq stocks
2026-06-05	STI	-16.93	nasdaq stocks
2026-06-05	DGXX	-16.575	nasdaq stocks
2026-06-05	QMCO	-16.547	nasdaq stocks
2026-06-05	TDIC	-16.5	nasdaq stocks
2026-06-05	CHRN	-16.315	nasdaq stocks
2026-06-05	SVRN	-16.138	nasdaq stocks
2026-06-05	COPZ	-16.115	nyse stocks
2026-06-05	CD	-16.032	nasdaq stocks
2026-06-05	PL	-15.875	nyse stocks
2026-06-05	TE	-15.804	nyse stocks
2026-06-05	IPWR	-15.782	nasdaq stocks
2026-06-05	ENPH	-15.748	nasdaq stocks
2026-06-05	SWMR	-15.515	nasdaq stocks
2026-06-05	MX	-15.488	nyse stocks
2026-06-05	NNNN	-15.166	nasdaq stocks
2026-06-05	RDCM	-15.034	nasdaq stocks
2026-06-05	FCEL	-14.897	nasdaq stocks
2026-06-05	STEM	-14.729	nyse stocks
2026-06-05	MCRB	-14.679	nasdaq stocks
2026-06-05	AIQU	-14.581	nyse stocks
2026-06-05	SIFY	-14.543	nasdaq stocks
2026-06-05	DUOT	-14.453	nasdaq stocks
2026-06-05	TRT	-14.426	nysemkt stocks
2026-06-05	UMAC	-14.356	nysemkt stocks
2026-06-05	ALMU	-14.334	nasdaq stocks
2026-06-05	MOB	-14.286	nasdaq stocks
2026-06-05	CXDO	-14.27	nasdaq stocks
2026-06-05	PDYN	-14.187	nasdaq stocks
2026-06-05	GMTL	-14.105	nysemkt stocks
2026-06-05	ASTI	-13.963	nasdaq stocks
2026-06-05	SMR	-13.934	nyse stocks
2026-06-05	NVTS	-13.859	nasdaq stocks
2026-06-05	ACDC	-13.823	nasdaq stocks
2026-06-05	USAR	-13.614	nasdaq stocks
2026-06-05	SMX	-13.576	nasdaq stocks
2026-06-05	SVCO	-13.542	nasdaq stocks
2026-06-05	BKKT	-13.481	nyse stocks
2026-06-05	LWLG	-13.333	nasdaq stocks
2026-06-05	IMSR	-13.318	nasdaq stocks
2026-06-05	QS	-13.235	nasdaq stocks
2026-06-05	HIMX	-13.186	nasdaq stocks
2026-06-05	LTBR	-13.146	nasdaq stocks
2026-06-05	VELO	-13.055	nasdaq stocks
2026-06-05	FDMT	-12.991	nasdaq stocks
2026-06-05	GSIT	-12.989	nasdaq stocks
2026-06-05	FLNC	-12.956	nasdaq stocks
2026-06-05	ERO	-12.905	nyse stocks
2026-06-05	OPTX	-12.895	nasdaq stocks
2026-06-05	CAL	-12.887	nyse stocks
2026-06-05	WOLF	-12.88	nyse stocks
2026-06-05	FJET	-12.842	nysemkt stocks
2026-06-05	NX	-12.832	nyse stocks
2026-06-05	INOD	-12.733	nasdaq stocks
2026-06-05	UUUU	-12.727	nysemkt stocks
2026-06-05	BRUN	-12.7	nasdaq stocks
2026-06-05	ARQQ	-12.662	nasdaq stocks
