Date	Ticker	Change %	Stock Exchange
2026-06-16	POET	-6.716	nasdaq stocks
2026-06-16	KLRA	-6.707	nasdaq stocks
2026-06-16	CRDO	-6.688	nasdaq stocks
2026-06-16	IMDX	-6.667	nasdaq stocks
2026-06-16	CRML	-6.628	nasdaq stocks
2026-06-16	SNDK	-6.606	nasdaq stocks
2026-06-16	QUBT	-6.599	nasdaq stocks
2026-06-16	PDYN	-6.552	nasdaq stocks
2026-06-16	EBS	-6.514	nyse stocks
2026-06-16	AIQU	-6.505	nyse stocks
2026-06-16	IONQ	-6.489	nyse stocks
2026-06-16	KPTI	-6.483	nasdaq stocks
2026-06-16	LUNR	-6.464	nasdaq stocks
2026-06-16	INTC	-6.439	nasdaq stocks
2026-06-16	VPG	-6.434	nyse stocks
2026-06-16	RGTI	-6.395	nasdaq stocks
2026-06-16	ENTG	-6.379	nasdaq stocks
2026-06-16	ATEX	-6.338	nasdaq stocks
2026-06-16	SMTC	-6.315	nasdaq stocks
2026-06-16	MRAM	-6.243	nasdaq stocks
2026-06-16	FEIM	-6.217	nasdaq stocks
2026-06-16	PCT	-6.193	nasdaq stocks
2026-06-16	TTXU	-6.174	nyse stocks
2026-06-16	WRBY	-6.161	nyse stocks
2026-06-16	IESC	-6.161	nasdaq stocks
2026-06-16	CIEN	-6.124	nyse stocks
2026-06-16	WOLF	-6.074	nyse stocks
2026-06-16	AVEX	-6.013	nyse stocks
2026-06-16	INSG	-6.002	nasdaq stocks
2026-06-16	BODI	-5.989	nasdaq stocks
2026-06-16	BYRN	-5.98	nasdaq stocks
2026-06-16	ADNT	-5.967	nyse stocks
2026-06-16	CADL	-5.959	nasdaq stocks
2026-06-16	STRK	-5.888	nasdaq stocks
2026-06-16	FAC	-5.882	nasdaq stocks
2026-06-16	FUBO	-5.882	nyse stocks
2026-06-16	PVLA	-5.88	nasdaq stocks
2026-06-16	MKDW	-5.863	nasdaq stocks
2026-06-16	TRLV	-5.812	nyse stocks
2026-06-16	NHP	-5.804	nasdaq stocks
2026-06-16	NUKX	-5.796	nyse stocks
2026-06-16	CMT	-5.772	nysemkt stocks
2026-06-16	SMR	-5.765	nyse stocks
2026-06-16	PKE	-5.76	nyse stocks
2026-06-16	MLAB	-5.752	nasdaq stocks
2026-06-16	KMTS	-5.73	nasdaq stocks
2026-06-16	ALAB	-5.716	nasdaq stocks
2026-06-16	ON	-5.7	nasdaq stocks
2026-06-16	LBRX	-5.662	nasdaq stocks
2026-06-16	AEIS	-5.661	nasdaq stocks
2026-06-16	IBRX	-5.618	nasdaq stocks
2026-06-16	GLW	-5.603	nyse stocks
2026-06-16	FDMT	-5.598	nasdaq stocks
2026-06-16	GLP	-5.596	nyse stocks
2026-06-16	FIRY	-5.581	nyse stocks
2026-06-16	ALAR	-5.566	nasdaq stocks
2026-06-16	ENVX	-5.556	nasdaq stocks
2026-06-16	PDFS	-5.546	nasdaq stocks
2026-06-16	METC	-5.521	nasdaq stocks
2026-06-16	ECOR	-5.501	nasdaq stocks
2026-06-16	SGP	-5.49	nasdaq stocks
2026-06-16	HOFT	-5.466	nasdaq stocks
2026-06-16	SEDG	-5.417	nasdaq stocks
2026-06-16	LQDA	-5.41	nasdaq stocks
2026-06-16	ACMR	-5.407	nasdaq stocks
2026-06-16	QSU	-5.401	nyse stocks
2026-06-16	CRNC	-5.392	nasdaq stocks
2026-06-16	ALMU	-5.388	nasdaq stocks
2026-06-16	BETA	-5.352	nyse stocks
2026-06-16	ELVA	-5.347	nasdaq stocks
2026-06-16	PL	-5.336	nyse stocks
2026-06-16	BKSY	-5.331	nyse stocks
2026-06-16	NOK	-5.285	nyse stocks
2026-06-16	GSIT	-5.27	nasdaq stocks
2026-06-16	NVEC	-5.269	nasdaq stocks
2026-06-16	PENG	-5.266	nasdaq stocks
2026-06-16	HYMC	-5.243	nasdaq stocks
2026-06-16	QNT	-5.243	nasdaq stocks
2026-06-16	QUIK	-5.237	nasdaq stocks
2026-06-16	CLS	-5.208	nyse stocks
2026-06-16	QCOM	-5.207	nasdaq stocks
2026-06-16	ERNA	-5.206	nasdaq stocks
2026-06-16	ISSC	-5.195	nasdaq stocks
2026-06-16	JBIO	-5.189	nasdaq stocks
2026-06-16	PAYP	-5.166	nasdaq stocks
2026-06-16	MRDN	-5.16	nasdaq stocks
2026-06-16	TER	-5.141	nasdaq stocks
2026-06-16	SWKS	-5.14	nasdaq stocks
2026-06-16	TROX	-5.125	nyse stocks
2026-06-16	LWLG	-5.111	nasdaq stocks
2026-06-16	RHLD	-5.107	nyse stocks
2026-06-16	CMRE	-5.094	nyse stocks
2026-06-16	MSTR	-5.078	nasdaq stocks
2026-06-16	MANE	-5.043	nyse stocks
2026-06-16	ARHS	-5.02	nasdaq stocks
2026-06-16	ONTO	-5.017	nyse stocks
2026-06-16	CRVS	-5.012	nasdaq stocks
2026-06-16	MX	-5.009	nyse stocks
2026-06-15	STAK	-28.755	nasdaq stocks
2026-06-15	LFVN	-26.109	nasdaq stocks
2026-06-15	CUPR	-22.557	nasdaq stocks
2026-06-15	NNAVW	-21.743	nasdaq stocks
2026-06-15	ASTC	-20.167	nasdaq stocks
2026-06-15	CODA	-19.221	nasdaq stocks
2026-06-15	ASTI	-17.139	nasdaq stocks
2026-06-15	MNTS	-16.367	nasdaq stocks
2026-06-15	TDIC	-16.227	nasdaq stocks
2026-06-15	VCX	-15.618	nyse stocks
2026-06-15	AMPG	-15.406	nasdaq stocks
2026-06-15	BARK	-13.984	nyse stocks
2026-06-15	VELO	-13.714	nasdaq stocks
2026-06-15	SEAT	-13.333	nasdaq stocks
2026-06-15	LRN	-13.205	nyse stocks
2026-06-15	ECOR	-12.739	nasdaq stocks
2026-06-15	CPSH	-12.621	nasdaq stocks
2026-06-15	MH	-12.126	nyse stocks
2026-06-15	OCC	-11.491	nasdaq stocks
2026-06-15	UUU	-11.287	nysemkt stocks
2026-06-15	JLHL	-11.255	nasdaq stocks
2026-06-15	RNAC	-11.249	nasdaq stocks
2026-06-15	OPTX	-11.248	nasdaq stocks
2026-06-15	METCB	-11.189	nasdaq stocks
2026-06-15	BAND	-11.014	nasdaq stocks
2026-06-15	FJET	-10.952	nysemkt stocks
2026-06-15	MCRB	-10.794	nasdaq stocks
2026-06-15	MOBI	-10.68	nasdaq stocks
2026-06-15	CNXU	-10.407	nasdaq stocks
2026-06-15	LESL	-10.388	nasdaq stocks
2026-06-15	NN	-10.207	nasdaq stocks
2026-06-15	PTN	-10.136	nasdaq stocks
2026-06-15	MX	-10.015	nyse stocks
2026-06-15	STI	-9.836	nasdaq stocks
2026-06-15	ASYS	-9.739	nasdaq stocks
2026-06-15	VSAT	-9.714	nasdaq stocks
2026-06-15	GCO	-9.303	nyse stocks
2026-06-15	RGC	-9.241	nasdaq stocks
2026-06-15	ZBIO	-9.219	nasdaq stocks
2026-06-15	ELVN	-9.177	nasdaq stocks
2026-06-15	IPX	-9.163	nasdaq stocks
2026-06-15	HUHU	-9.101	nasdaq stocks
2026-06-15	BNAI	-8.863	nasdaq stocks
2026-06-15	AKTS	-8.496	nasdaq stocks
2026-06-15	INOD	-8.476	nasdaq stocks
2026-06-15	GILT	-8.424	nasdaq stocks
2026-06-15	WEST	-8.42	nasdaq stocks
2026-06-15	BKSY	-8.238	nyse stocks
2026-06-15	PRCT	-8.149	nasdaq stocks
2026-06-15	QMCO	-8.05	nasdaq stocks
2026-06-15	VYX	-8.035	nyse stocks
2026-06-15	EYPT	-7.915	nasdaq stocks
2026-06-15	GBFH	-7.899	nasdaq stocks
2026-06-15	REA	-7.839	nyse stocks
2026-06-15	ACR	-7.818	nyse stocks
2026-06-15	AIXI	-7.773	nasdaq stocks
2026-06-15	FATN	-7.631	nasdaq stocks
2026-06-15	RMBS	-7.619	nasdaq stocks
2026-06-15	PPHC	-7.612	nasdaq stocks
2026-06-15	BRAI	-7.547	nasdaq stocks
2026-06-15	VREX	-7.522	nasdaq stocks
2026-06-15	AIRS	-7.468	nasdaq stocks
2026-06-15	ENPH	-7.462	nasdaq stocks
2026-06-15	TLYS	-7.441	nyse stocks
2026-06-15	PICS	-7.436	nasdaq stocks
2026-06-15	CBRL	-7.323	nasdaq stocks
2026-06-15	OFRM	-7.31	nyse stocks
2026-06-15	SCOR	-7.309	nasdaq stocks
2026-06-15	NTSK	-7.296	nasdaq stocks
2026-06-15	SSTI	-7.293	nasdaq stocks
2026-06-15	MOB	-7.214	nasdaq stocks
2026-06-15	CENX	-7.212	nasdaq stocks
2026-06-15	MPL	-7.158	nyse stocks
2026-06-15	RDW	-7.08	nyse stocks
2026-06-15	NUS	-7.04	nyse stocks
2026-06-15	SWMR	-6.987	nasdaq stocks
2026-06-15	TRLV	-6.981	nyse stocks
2026-06-15	TRIP	-6.977	nasdaq stocks
2026-06-15	IIIV	-6.926	nasdaq stocks
2026-06-15	KDK	-6.912	nasdaq stocks
2026-06-15	XXII	-6.829	nasdaq stocks
2026-06-15	FEIM	-6.821	nasdaq stocks
2026-06-15	BLMN	-6.821	nasdaq stocks
2026-06-15	EROC	-6.813	nyse stocks
2026-06-15	TMC	-6.8	nasdaq stocks
2026-06-15	YSWY	-6.787	nasdaq stocks
2026-06-15	ATRO	-6.741	nasdaq stocks
2026-06-15	LUNR	-6.739	nasdaq stocks
2026-06-15	OESX	-6.738	nasdaq stocks
2026-06-15	PBLS	-6.679	nasdaq stocks
2026-06-15	TOYO	-6.612	nasdaq stocks
2026-06-15	ROLR	-6.607	nysemkt stocks
2026-06-15	PRTS	-6.592	nasdaq stocks
2026-06-15	ALOY	-6.553	nasdaq stocks
2026-06-15	BYRN	-6.532	nasdaq stocks
2026-06-15	HQI	-6.531	nasdaq stocks
2026-06-15	FMBH	-6.486	nasdaq stocks
2026-06-15	ISSC	-6.464	nasdaq stocks
2026-06-15	RFIL	-6.462	nasdaq stocks
2026-06-15	DAN	-6.413	nyse stocks
2026-06-15	DDS	-6.394	nyse stocks
2026-06-15	CVSA	-6.322	nyse stocks
2026-06-15	AVLN	-6.321	nasdaq stocks
2026-06-15	JTAI	-6.314	nasdaq stocks
2026-06-15	TGEN	-6.281	nysemkt stocks
2026-06-15	CRT	-6.25	nyse stocks
2026-06-15	QSU	-6.222	nyse stocks
2026-06-15	ENOV	-6.214	nyse stocks
2026-06-15	CWH	-6.182	nyse stocks
2026-06-15	HMH	-6.172	nasdaq stocks
2026-06-15	IDR	-6.165	nysemkt stocks
2026-06-15	CDRE	-6.161	nyse stocks
2026-06-15	TBN	-6.126	nyse stocks
2026-06-15	NREF	-6.12	nyse stocks
2026-06-15	PRTA	-6.099	nasdaq stocks
2026-06-15	PSIX	-6.095	nasdaq stocks
2026-06-15	FTH	-6.093	nasdaq stocks
2026-06-15	FTLF	-6.085	nasdaq stocks
2026-06-15	ALOT	-6.01	nasdaq stocks
2026-06-15	PESI	-5.998	nasdaq stocks
2026-06-15	NKLR	-5.991	nasdaq stocks
2026-06-15	CMPR	-5.97	nasdaq stocks
2026-06-15	AGBK	-5.962	nasdaq stocks
2026-06-15	ALMR	-5.955	nasdaq stocks
2026-06-15	TFC	-5.955	nyse stocks
2026-06-15	LILA	-5.954	nasdaq stocks
2026-06-15	RYZ	-5.932	nyse stocks
2026-06-15	ALMU	-5.925	nasdaq stocks
2026-06-15	HIMX	-5.911	nasdaq stocks
2026-06-15	ANGH	-5.862	nasdaq stocks
2026-06-15	DPRO	-5.84	nasdaq stocks
2026-06-15	APC	-5.839	nasdaq stocks
2026-06-15	RH	-5.83	nyse stocks
2026-06-15	ALMS	-5.808	nasdaq stocks
2026-06-15	PED	-5.781	nysemkt stocks
2026-06-15	UI	-5.78	nyse stocks
2026-06-15	GLIBK	-5.749	nasdaq stocks
2026-06-15	NVTS	-5.726	nasdaq stocks
2026-06-15	ISBA	-5.691	nasdaq stocks
2026-06-15	SIMO	-5.666	nasdaq stocks
2026-06-15	STNE	-5.665	nasdaq stocks
2026-06-15	ATRA	-5.637	nasdaq stocks
2026-06-15	LVO	-5.625	nasdaq stocks
2026-06-15	NOVT	-5.611	nasdaq stocks
2026-06-15	PDYN	-5.605	nasdaq stocks
2026-06-15	RUN	-5.589	nasdaq stocks
2026-06-15	AIFU	-5.576	nasdaq stocks
2026-06-15	WS	-5.572	nyse stocks
2026-06-15	PENG	-5.567	nasdaq stocks
2026-06-15	INCY	-5.557	nasdaq stocks
2026-06-15	SPRC	-5.51	nasdaq stocks
2026-06-15	DXC	-5.472	nyse stocks
2026-06-15	STLD	-5.466	nasdaq stocks
2026-06-15	GHRS	-5.447	nasdaq stocks
2026-06-15	NESR	-5.431	nasdaq stocks
2026-06-15	LDOS	-5.414	nyse stocks
2026-06-15	SAIL	-5.393	nasdaq stocks
2026-06-15	IESC	-5.391	nasdaq stocks
2026-06-15	DKL	-5.37	nyse stocks
2026-06-15	GWRS	-5.367	nasdaq stocks
2026-06-15	KEEL	-5.351	nasdaq stocks
2026-06-15	EVC	-5.339	nyse stocks
2026-06-15	NMAX	-5.327	nyse stocks
2026-06-15	PTHS	-5.321	nysemkt stocks
2026-06-15	FRMM	-5.297	nasdaq stocks
2026-06-15	AZ	-5.293	nasdaq stocks
2026-06-15	SPMC	-5.291	nyse stocks
2026-06-15	MLKN	-5.282	nasdaq stocks
2026-06-15	ASPI	-5.278	nasdaq stocks
2026-06-15	LAKE	-5.273	nasdaq stocks
2026-06-15	XP	-5.269	nasdaq stocks
2026-06-15	RWAY	-5.245	nasdaq stocks
2026-06-15	FAC	-5.241	nasdaq stocks
2026-06-15	IRDM	-5.24	nasdaq stocks
2026-06-15	GPRK	-5.209	nyse stocks
2026-06-15	PKE	-5.191	nyse stocks
2026-06-15	KALU	-5.184	nasdaq stocks
2026-06-15	GLXY	-5.164	nasdaq stocks
2026-06-15	LOVE	-5.164	nasdaq stocks
2026-06-15	NX	-5.144	nyse stocks
2026-06-15	AMWL	-5.131	nyse stocks
2026-06-15	TSQ	-5.124	nyse stocks
2026-06-15	SATL	-5.114	nasdaq stocks
2026-06-15	FMC	-5.111	nyse stocks
2026-06-15	CSTM	-5.086	nyse stocks
2026-06-15	PSFE	-5.055	nyse stocks
2026-06-15	FOUR	-5.04	nyse stocks
2026-06-12	SDOT	-34.716	nasdaq stocks
2026-06-12	BBGI	-26.872	nasdaq stocks
2026-06-12	PWRL	-26.083	nasdaq stocks
2026-06-12	ASTC	-24.986	nasdaq stocks
2026-06-12	DXYZ	-24.753	nyse stocks
2026-06-12	LNZA	-18.11	nasdaq stocks
2026-06-12	YSS	-17.071	nyse stocks
2026-06-12	TDIC	-16.896	nasdaq stocks
2026-06-12	ENRD	-16.666	nasdaq stocks
2026-06-12	SHAZ	-16.461	nasdaq stocks
2026-06-12	FLY	-16.439	nasdaq stocks
2026-06-12	STAK	-16.161	nasdaq stocks
2026-06-12	AIBZ	-15.663	nasdaq stocks
2026-06-12	ASTS	-14.979	nasdaq stocks
2026-06-12	MNTS	-14.214	nasdaq stocks
2026-06-12	FJET	-13.808	nysemkt stocks
2026-06-12	ROLR	-13.723	nysemkt stocks
2026-06-12	OMER	-13.6	nasdaq stocks
2026-06-12	SWMR	-13.462	nasdaq stocks
2026-06-12	NNAVW	-13.356	nasdaq stocks
2026-06-12	WOK	-13.249	nasdaq stocks
2026-06-12	RKLB	-13.218	nasdaq stocks
2026-06-12	SATS	-12.938	nasdaq stocks
2026-06-12	SUPX	-12.91	nasdaq stocks
2026-06-12	AKAN	-12.171	nasdaq stocks
2026-06-12	SATL	-12.021	nasdaq stocks
2026-06-12	PLRZ	-11.667	nasdaq stocks
2026-06-12	AMOD	-11.355	nasdaq stocks
2026-06-12	MPLT	-11.252	nasdaq stocks
2026-06-12	TRLV	-11.159	nyse stocks
2026-06-12	LIXT	-11.159	nasdaq stocks
2026-06-12	MDA	-11.114	nyse stocks
2026-06-12	LUNR	-10.895	nasdaq stocks
2026-06-12	FAC	-10.716	nasdaq stocks
2026-06-12	PLSE	-10.369	nasdaq stocks
2026-06-12	SEAT	-10.081	nasdaq stocks
2026-06-12	GRDX	-10.0	nasdaq stocks
2026-06-12	JTAI	-9.96	nasdaq stocks
2026-06-12	ADPT	-9.951	nasdaq stocks
2026-06-12	VOYG	-9.401	nyse stocks
2026-06-12	MCRB	-9.236	nasdaq stocks
2026-06-12	ADUR	-9.044	nasdaq stocks
2026-06-12	PBLS	-8.975	nasdaq stocks
2026-06-12	VEEE	-8.842	nasdaq stocks
2026-06-12	CUE	-8.619	nasdaq stocks
2026-06-12	DPRO	-8.6	nasdaq stocks
2026-06-12	CODA	-8.491	nasdaq stocks
2026-06-12	CPSH	-8.463	nasdaq stocks
2026-06-12	BNR	-8.422	nasdaq stocks
2026-06-12	LIFE	-8.23	nasdaq stocks
2026-06-12	ASBP	-8.163	nasdaq stocks
2026-06-12	PL	-8.085	nyse stocks
2026-06-12	BKSY	-8.054	nyse stocks
2026-06-12	VRM	-8.025	nasdaq stocks
2026-06-12	ASTI	-7.901	nasdaq stocks
2026-06-12	TSAT	-7.726	nasdaq stocks
2026-06-12	HAWK	-7.677	nyse stocks
2026-06-12	COE	-7.615	nysemkt stocks
2026-06-12	HBIO	-7.61	nasdaq stocks
2026-06-12	YYAI	-7.295	nasdaq stocks
2026-06-12	LTRX	-7.133	nasdaq stocks
2026-06-12	RDW	-7.125	nyse stocks
2026-06-12	CBRS	-7.119	nasdaq stocks
2026-06-12	CRDO	-7.114	nasdaq stocks
2026-06-12	COAG	-6.965	nasdaq stocks
2026-06-12	VSAT	-6.912	nasdaq stocks
2026-06-12	RCAT	-6.911	nasdaq stocks
2026-06-12	PDYN	-6.831	nasdaq stocks
2026-06-12	ACVA	-6.822	nyse stocks
2026-06-12	PPIH	-6.796	nasdaq stocks
2026-06-12	LPTH	-6.675	nasdaq stocks
2026-06-12	ELOX	-6.619	nasdaq stocks
2026-06-12	AVAV	-6.608	nasdaq stocks
2026-06-12	SOC	-6.529	nyse stocks
2026-06-12	HIMS	-6.485	nyse stocks
2026-06-12	TACT	-6.355	nasdaq stocks
2026-06-12	PINS	-6.348	nyse stocks
2026-06-12	BKKT	-6.333	nyse stocks
2026-06-12	RDDT	-6.301	nyse stocks
2026-06-12	XMAX	-6.243	nasdaq stocks
2026-06-12	UNCY	-6.153	nasdaq stocks
2026-06-12	OPTX	-6.095	nasdaq stocks
2026-06-12	EROC	-6.094	nyse stocks
2026-06-12	NN	-6.075	nasdaq stocks
2026-06-12	VELO	-6.052	nasdaq stocks
2026-06-12	KTOS	-6.034	nasdaq stocks
2026-06-12	PRCT	-6.015	nasdaq stocks
2026-06-12	PSTV	-6.004	nasdaq stocks
2026-06-12	RVI	-6.0	nyse stocks
2026-06-12	STEM	-5.92	nyse stocks
2026-06-12	WOLF	-5.911	nyse stocks
2026-06-12	YSWY	-5.852	nasdaq stocks
2026-06-12	AKTX	-5.833	nasdaq stocks
2026-06-12	XNDU	-5.826	nasdaq stocks
2026-06-12	TKO	-5.708	nyse stocks
2026-06-12	TOYO	-5.527	nasdaq stocks
2026-06-12	AMPG	-5.506	nasdaq stocks
2026-06-12	SPH	-5.503	nyse stocks
2026-06-12	DUOT	-5.502	nasdaq stocks
2026-06-12	TIPT	-5.443	nasdaq stocks
2026-06-12	WW	-5.415	nasdaq stocks
2026-06-12	SPRC	-5.408	nasdaq stocks
2026-06-12	SPIR	-5.397	nyse stocks
2026-06-12	VRCA	-5.367	nasdaq stocks
2026-06-12	SRAD	-5.357	nasdaq stocks
2026-06-12	AIRO	-5.313	nasdaq stocks
2026-06-12	UMAC	-5.31	nysemkt stocks
2026-06-12	SMX	-5.248	nasdaq stocks
2026-06-12	SERV	-5.238	nasdaq stocks
2026-06-12	UPLD	-5.208	nasdaq stocks
2026-06-12	AMPX	-5.202	nyse stocks
2026-06-12	BBW	-5.193	nyse stocks
2026-06-12	RUM	-5.166	nasdaq stocks
2026-06-12	AEYE	-5.159	nasdaq stocks
2026-06-12	LFTO	-5.143	nasdaq stocks
2026-06-12	CRSR	-5.127	nasdaq stocks
2026-06-12	SHMD	-5.097	nasdaq stocks
2026-06-12	FTLF	-5.086	nasdaq stocks
2026-06-12	CRCL	-5.085	nyse stocks
2026-06-12	MH	-5.008	nyse stocks
2026-06-11	EDHL	-63.524	nasdaq stocks
2026-06-11	WTO	-50.754	nasdaq stocks
2026-06-11	FAC	-30.809	nasdaq stocks
2026-06-11	ENRD	-29.867	nasdaq stocks
2026-06-11	AIBZ	-20.838	nasdaq stocks
2026-06-11	FTH	-15.335	nasdaq stocks
2026-06-11	LNZA	-15.265	nasdaq stocks
2026-06-11	AMOD	-15.112	nasdaq stocks
2026-06-11	VCX	-15.042	nyse stocks
2026-06-11	OCC	-14.536	nasdaq stocks
2026-06-11	FJET	-13.462	nysemkt stocks
2026-06-11	NYC	-13.372	nyse stocks
2026-06-11	NRC	-11.949	nasdaq stocks
2026-06-11	PTC	-11.674	nasdaq stocks
2026-06-11	TSXD	-11.538	nyse stocks
2026-06-11	EXYN	-11.478	nasdaq stocks
2026-06-11	ELVN	-11.067	nasdaq stocks
2026-06-11	DAN	-9.877	nyse stocks
2026-06-11	CNXU	-9.764	nasdaq stocks
2026-06-11	INR	-9.348	nyse stocks
2026-06-11	BOT	-8.998	nasdaq stocks
2026-06-11	KGEI	-8.951	nasdaq stocks
2026-06-11	ARX	-8.444	nyse stocks
2026-06-11	SDOT	-8.112	nasdaq stocks
2026-06-11	MXC	-7.983	nysemkt stocks
2026-06-11	TMCR	-7.157	nasdaq stocks
2026-06-11	OXM	-6.846	nyse stocks
2026-06-11	VTS	-6.611	nyse stocks
2026-06-11	ACDC	-6.605	nasdaq stocks
2026-06-11	SM	-6.571	nyse stocks
2026-06-11	PARR	-6.532	nysemkt stocks
2026-06-11	CIX	-6.448	nysemkt stocks
2026-06-11	SWMR	-6.251	nasdaq stocks
2026-06-11	IMDX	-6.218	nasdaq stocks
2026-06-11	ADSK	-6.195	nasdaq stocks
2026-06-11	DBI	-6.152	nyse stocks
2026-06-11	BAFN	-6.05	nasdaq stocks
2026-06-11	NAVN	-5.943	nasdaq stocks
2026-06-11	OLOX	-5.899	nasdaq stocks
2026-06-11	PBF	-5.838	nyse stocks
2026-06-11	FDS	-5.762	nyse stocks
2026-06-11	PW	-5.74	nysemkt stocks
2026-06-11	ANDE	-5.643	nasdaq stocks
2026-06-11	DEC	-5.636	nyse stocks
2026-06-11	TALO	-5.612	nyse stocks
2026-06-11	DVN	-5.487	nyse stocks
2026-06-11	PTEN	-5.395	nasdaq stocks
2026-06-11	DTIL	-5.385	nasdaq stocks
2026-06-11	SEAT	-5.327	nasdaq stocks
2026-06-11	GDDY	-5.268	nyse stocks
2026-06-11	INGN	-5.263	nasdaq stocks
2026-06-11	BSY	-5.196	nasdaq stocks
2026-06-11	CBRS	-5.173	nasdaq stocks
2026-06-11	BKV	-5.102	nyse stocks
2026-06-11	LAKE	-5.092	nasdaq stocks
2026-06-11	MUR	-5.057	nyse stocks
2026-06-11	ADBE	-5.032	nasdaq stocks
2026-06-11	RVI	-5.005	nyse stocks
2026-06-10	SUJA	-24.498	nasdaq stocks
2026-06-10	DSY	-24.29	nasdaq stocks
2026-06-10	SMCI	-17.883	nasdaq stocks
2026-06-10	AIBZ	-17.742	nasdaq stocks
2026-06-10	ENRD	-16.944	nasdaq stocks
2026-06-10	SKIL	-11.98	nyse stocks
2026-06-10	UEC	-11.477	nysemkt stocks
2026-06-10	XE	-10.866	nasdaq stocks
2026-06-10	ULCC	-10.726	nasdaq stocks
2026-06-10	BOT	-10.537	nasdaq stocks
2026-06-10	CYD	-9.952	nyse stocks
2026-06-10	TRUH	-9.892	nasdaq stocks
2026-06-10	FLNC	-9.691	nasdaq stocks
2026-06-10	PICS	-9.615	nasdaq stocks
2026-06-10	EZPW	-9.423	nasdaq stocks
2026-06-10	TNGX	-9.384	nasdaq stocks
2026-06-10	MNTS	-9.353	nasdaq stocks
2026-06-10	CHRN	-9.301	nasdaq stocks
2026-06-10	TXXH	-9.167	nasdaq stocks
2026-06-10	IRE	-9.153	nyse stocks
2026-06-10	AMSC	-9.145	nasdaq stocks
2026-06-10	PLRZ	-9.014	nasdaq stocks
2026-06-10	PRIM	-8.925	nyse stocks
2026-06-10	DRUG	-8.91	nasdaq stocks
2026-06-10	STRL	-8.32	nasdaq stocks
2026-06-10	CGEM	-8.295	nasdaq stocks
2026-06-10	OPXS	-8.258	nasdaq stocks
2026-06-10	CCOI	-8.254	nasdaq stocks
2026-06-10	HIMX	-8.097	nasdaq stocks
2026-06-10	MWH	-8.04	nasdaq stocks
2026-06-10	ENOV	-8.037	nyse stocks
2026-06-10	TISI	-7.736	nyse stocks
2026-06-10	TNXP	-7.666	nasdaq stocks
2026-06-10	WOLF	-7.588	nyse stocks
2026-06-10	FCFS	-7.546	nasdaq stocks
2026-06-10	ERNA	-7.445	nasdaq stocks
2026-06-10	ODTX	-7.433	nasdaq stocks
2026-06-10	LMB	-7.417	nasdaq stocks
2026-06-10	NVTS	-7.414	nasdaq stocks
2026-06-10	MAIR	-7.401	nyse stocks
2026-06-10	CIFR	-7.356	nasdaq stocks
2026-06-10	AIRO	-7.343	nasdaq stocks
2026-06-10	TNDM	-7.314	nasdaq stocks
2026-06-10	GNRC	-7.228	nyse stocks
2026-06-10	AVEX	-7.12	nyse stocks
2026-06-10	TGEN	-7.067	nysemkt stocks
2026-06-10	TE	-7.035	nyse stocks
2026-06-10	QXO	-6.98	nyse stocks
2026-06-10	WEX	-6.963	nyse stocks
2026-06-10	WULF	-6.961	nasdaq stocks
2026-06-10	THRM	-6.842	nasdaq stocks
2026-06-10	VCIG	-6.826	nasdaq stocks
2026-06-10	SGML	-6.81	nasdaq stocks
2026-06-10	REA	-6.793	nyse stocks
2026-06-10	SA	-6.736	nyse stocks
2026-06-10	COOK	-6.708	nyse stocks
2026-06-10	TWIN	-6.68	nasdaq stocks
2026-06-10	AA	-6.677	nyse stocks
2026-06-10	BTDR	-6.667	nasdaq stocks
2026-06-10	ACHC	-6.638	nasdaq stocks
2026-06-10	POWL	-6.637	nasdaq stocks
2026-06-10	ARRY	-6.626	nasdaq stocks
2026-06-10	MOS	-6.554	nyse stocks
2026-06-10	TEX	-6.534	nyse stocks
2026-06-10	INSM	-6.532	nasdaq stocks
2026-06-10	IESC	-6.505	nasdaq stocks
2026-06-10	RDW	-6.419	nyse stocks
2026-06-10	BGDE	-6.386	nasdaq stocks
2026-06-10	ANRO	-6.375	nyse stocks
2026-06-10	PCT	-6.351	nasdaq stocks
2026-06-10	REPL	-6.312	nasdaq stocks
2026-06-10	SMR	-6.304	nyse stocks
2026-06-10	METCB	-6.281	nasdaq stocks
2026-06-10	FPS	-6.198	nyse stocks
2026-06-10	ASPI	-6.19	nasdaq stocks
2026-06-10	ELAN	-6.155	nyse stocks
2026-06-10	ALGT	-6.137	nasdaq stocks
2026-06-10	FCEL	-6.127	nasdaq stocks
2026-06-10	PDEX	-6.101	nasdaq stocks
2026-06-10	PRTA	-6.057	nasdaq stocks
2026-06-10	SLS	-6.053	nasdaq stocks
2026-06-10	OC	-6.026	nyse stocks
2026-06-10	GLXY	-6.018	nasdaq stocks
2026-06-10	EQPT	-6.008	nasdaq stocks
2026-06-10	JCI	-5.971	nyse stocks
2026-06-10	MSLE	-5.92	nasdaq stocks
2026-06-10	NET	-5.909	nyse stocks
2026-06-10	IP	-5.908	nyse stocks
2026-06-10	MOD	-5.901	nyse stocks
2026-06-10	OMCL	-5.869	nasdaq stocks
2026-06-10	MC	-5.862	nyse stocks
2026-06-10	QNT	-5.861	nasdaq stocks
2026-06-10	EXOZ	-5.854	nasdaq stocks
2026-06-10	TRDA	-5.836	nasdaq stocks
2026-06-10	ESAB	-5.794	nyse stocks
