ticker  potential_gain  volatility      body_pct  daily_range   vol_ma    vol_ratio   volume  upper_wick  lower_wick  return_1  return_5  minutes_after_open  target_return    Score
  AMPG        0.026497    0.004432  5.057729e-05     0.010000 0.006271 2.417534e+05   1516.0    0.009600    0.000000 -0.001842 -0.014919                  41       0.026497 0.015336
   ARM        0.009054    0.001960 -1.311137e-03     0.625000 0.001448 7.397476e+06  10713.0    0.139984    0.000000 -0.001176 -0.008454                 130       0.009054 0.015331
  SNDK        0.016013    0.000972  3.199727e-04     5.805420 0.001576 7.947514e+06  12525.0    4.115479    1.054932  0.000731 -0.002785                 109       0.016013 0.015329
    MU        0.014635    0.001750 -1.201746e-04     2.939941 0.002425 2.954630e+07  71641.0    1.389893    1.420044 -0.000411 -0.001246                 105       0.014635 0.015327
  TSEM        0.016369    0.001867  2.525015e-03     0.830017 0.002300 3.287033e+05    756.0    0.112610    0.000000  0.002525  0.003850                 132       0.016369 0.015319
    ON        0.019143    0.001584 -2.113093e-03     0.320000 0.001705 1.073384e+07  18299.0    0.040001    0.029999 -0.002745  0.000169                 127       0.019143 0.015311
  SNDK        0.015767    0.001108  2.115025e-04     3.011963 0.001296 1.154210e+07  14957.0    2.321899    0.270020 -0.000292 -0.000543                 139       0.015767 0.015306
    ON        0.021913    0.002018 -8.062224e-04     0.230003 0.001834 8.576543e+06  15729.0    0.105003    0.029999 -0.000594 -0.002939                 119       0.021913 0.015301
  AAOI        0.009267    0.002163 -1.214868e-03     0.460693 0.001948 8.251081e+06  16069.0    0.000000    0.274994 -0.000589  0.003121                 145       0.009267 0.015287
  VELO        0.013274    0.002015  1.866496e-03     0.070000 0.001894 3.479083e+06   6591.0    0.000000    0.030001  0.000233 -0.006249                 109       0.013274 0.015283
  AAOI        0.008639    0.001893  9.769206e-04     0.260010 0.001922 4.475955e+06   8605.0    0.055008    0.055908  0.000295  0.001016                 136       0.008639 0.015283
    ON        0.019575    0.001845  2.122962e-03     0.290001 0.001879 4.231083e+07  79489.0    0.000000    0.040001  0.002123 -0.002494                 121       0.019575 0.015282
  AXTI        0.012820    0.001885 -3.675212e-03     0.449997 0.002123 3.642535e+07  77332.0    0.110001    0.045097 -0.003427 -0.007263                 139       0.012820 0.015277
  HYLN        0.019010    0.003933 -2.466593e-03     0.055000 0.003347 1.680865e+07  56253.0    0.000000    0.039300 -0.003234 -0.007146                 133       0.019010 0.015239
  VELO        0.014224    0.001585  9.239428e-04     0.035000 0.001771 3.727087e+06   6602.0    0.010099    0.005100  0.000228  0.000462                 120       0.014224 0.015237
  PRIM        0.006753    0.007536  5.004493e-04     0.429901 0.006471 2.304919e+06  14915.0    0.220001    0.169899  0.002005  0.011254                  51       0.006753 0.015233
    ON        0.020266    0.001050  2.544426e-04     0.150002 0.001494 8.357088e+06  12487.0    0.050003    0.070000  0.000849 -0.001693                 109       0.020266 0.015216
  CRDO        0.004178    0.003986  4.418369e-03     1.450012 0.003629 5.355000e+06  19433.0    0.000092    0.260010  0.005969  0.007861                  81       0.004178 0.015215
  SNDK        0.015793    0.000921  6.901739e-04     4.275879 0.001461 1.472490e+07  21507.0    2.317017    0.588867  0.000584 -0.001016                 110       0.015793 0.015214
    ON        0.018798    0.001237 -1.099593e-03     0.320000 0.001625 1.354348e+07  22004.0    0.009995    0.180000 -0.000169 -0.002219                 107       0.018798 0.015213
    MU        0.019309    0.001107  1.041284e-03     2.508667 0.001144 7.009827e+07  80204.0    0.288696    1.099976  0.000892 -0.000353                 120       0.019309 0.015208
  VELO        0.013274    0.001707 -9.306867e-04     0.049900 0.001751 7.969279e+06  13956.0    0.019899    0.010000  0.000699  0.001166                 124       0.013274 0.015207
  LRCX        0.018699    0.001092 -2.587038e-04     0.910004 0.001671 3.653216e+07  61042.0    0.500000    0.315002 -0.001156  0.000232                 108       0.018699 0.015204
  HYLN        0.016368    0.007873 -5.426333e-03     0.035000 0.009984 1.741512e+06  17388.0    0.000000    0.000000 -0.006197 -0.018363                  74       0.016368 0.015199
  VELO        0.015166    0.001764 -2.327711e-03     0.079000 0.001736 3.809672e+06   6614.0    0.000000    0.029001 -0.002328 -0.002095                 122       0.015166 0.015198
  FLNC        0.026107    0.001627 -6.806396e-04     0.015001 0.001543 1.634822e+06   2522.0    0.000000    0.000000 -0.001419 -0.002039                 117       0.026107 0.015197
  SNDK        0.015470    0.001108 -5.130217e-04     3.709961 0.001336 1.219983e+07  16304.0    2.299927    0.390137 -0.001394 -0.000131                 138       0.015470 0.015191
  MRVL        0.013215    0.002552  0.000000e+00     1.059998 0.002119 4.007227e+07  84921.0    0.769989    0.290009  0.000232 -0.000957                 146       0.013215 0.015185
  SNDK        0.013378    0.001576 -2.027694e-03     4.464966 0.002012 7.150486e+06  14389.0    0.194946    0.229980 -0.001188 -0.005531                 105       0.013378 0.015176
  AAOI        0.012517    0.001897 -2.000249e-03     0.499893 0.002468 1.327291e+07  32753.0    0.144897    0.049988 -0.002557 -0.007888                 108       0.012517 0.015175
  MRVL        0.012746    0.001657  3.205340e-04     0.670013 0.001546 3.772310e+07  58326.0    0.580017    0.000000 -0.000196 -0.000231                 111       0.012746 0.015175
  VELO        0.014692    0.001898  1.869202e-03     0.040001 0.001860 4.371279e+06   8132.0    0.000000    0.000000  0.002103  0.000934                 115       0.014692 0.015169
  SNDK        0.013105    0.001509 -3.228058e-03     8.049927 0.001924 4.022747e+06   7739.0    0.000000    1.599976 -0.002344 -0.000858                 127       0.013105 0.015162
    ON        0.014295    0.003122  1.572414e-03     0.680000 0.002888 1.114043e+07  32179.0    0.490005    0.000000  0.000066 -0.000661                  29       0.014295 0.015161
    ON        0.021306    0.002035 -8.489336e-05     0.285004 0.001737 3.061001e+07  53173.0    0.095001    0.180000 -0.001356 -0.002814                 118       0.021306 0.015152
  SNDK        0.015181    0.001210 -2.640859e-05     4.000000 0.001432 8.662677e+06  12409.0    2.380005    1.567505  0.000034  0.000286                 135       0.015181 0.015140
  MRVL        0.015277    0.001741 -1.852279e-03     0.710022 0.001724 5.262957e+07  90752.0    0.080109    0.110016 -0.001390 -0.007317                 130       0.015277 0.015137
  SNDK        0.015016    0.001513  4.176804e-04     4.448975 0.001758 5.317451e+06   9347.0    3.089966    0.529053  0.000186 -0.001788                 129       0.015016 0.015137
  FCEL        0.020386    0.002268 -4.413080e-03     0.100000 0.002487 1.074658e+07  26728.0    0.000000    0.000000 -0.004852 -0.013986                 108       0.020386 0.015136
  AAOI        0.011387    0.002038 -3.368982e-03     0.940002 0.001197 2.318651e+07  27743.0    0.114990    0.310013 -0.004118 -0.002519                 128       0.011387 0.015117
  VELO        0.019426    0.004643  6.830671e-03     0.238001 0.006982 1.211852e+06   8461.0    0.087999    0.000000  0.006831  0.000000                  43       0.019426 0.015112
  MRVL        0.014263    0.001974 -2.383348e-03     1.029999 0.001635 4.696581e+07  76779.0    0.150024    0.209991 -0.002383 -0.000997                 117       0.014263 0.015102
  MRVL        0.018439    0.001675  1.757607e-03     0.769989 0.001436 3.453499e+07  49580.0    0.229980    0.049988  0.001811 -0.003141                 140       0.018439 0.015100
   STI        0.027322    0.006088  3.644398e-04     0.005000 0.008736 2.495527e+05   2180.0    0.000000    0.000000  0.000364  0.008450                  34       0.027322 0.015100
  VELO        0.016114    0.001806 -1.632075e-03     0.035000 0.001871 1.452497e+06   2718.0    0.000000    0.000000 -0.000467 -0.006957                 111       0.016114 0.015097
  MRVL        0.012548    0.001691  3.339515e-03     1.302979 0.001555 4.815897e+07  74880.0    0.367981    0.000000  0.003268 -0.000267                 110       0.012548 0.015090
  HYLN        0.010070    0.008976 -5.392889e-03     0.050000 0.010235 1.748399e+06  17894.0    0.000000    0.015000 -0.005393 -0.015256                  73       0.010070 0.015080
  VELO        0.013747    0.001903  1.166299e-03     0.075001 0.002543 2.115092e+06   5379.0    0.050001    0.000000  0.000466  0.003273                 144       0.013747 0.015077
  AXTI        0.009349    0.001812 -1.182858e-03     0.239906 0.002147 6.983542e+06  14996.0    0.124901    0.020004 -0.001618 -0.004591                 138       0.009349 0.015072
   ARM        0.004591    0.001906 -1.679972e-03     0.794983 0.001592 3.493284e+06   5561.0    0.089996    0.079987 -0.001908 -0.001883                 117       0.004591 0.015065
  AAOI        0.016716    0.003278  5.794457e-03     0.985001 0.004064 1.234120e+07  50151.0    0.076401    0.000000  0.006019  0.014333                  21       0.016716 0.015057
  SNDK        0.016394    0.000914 -6.519257e-04     5.989990 0.001354 1.209603e+07  16375.0    2.510010    2.184937 -0.000592 -0.001487                 111       0.016394 0.015055
  MRVL        0.015966    0.000900  3.931104e-04     0.560028 0.001466 3.456807e+07  50662.0    0.450012    0.000000  0.000285 -0.000892                 138       0.015966 0.015053
  SNDK        0.014263    0.001370  8.577705e-04     4.104736 0.001549 7.031303e+06  10893.0    1.634888    0.764893  0.001190 -0.003484                 131       0.014263 0.015047
  LRCX        0.013753    0.003251 -5.981925e-04     0.970001 0.003851 1.019786e+07  39271.0    0.559998    0.187500 -0.000974  0.008047                  23       0.013753 0.015047
    ON        0.017032    0.001898  9.306706e-04     0.214996 0.001564 1.039534e+07  16261.0    0.099998    0.004997  0.001227  0.000592                 116       0.017032 0.015045
  LRCX        0.018867    0.001265 -8.155331e-04     0.600006 0.001363 9.135234e+06  12453.0    0.299988    0.000000 -0.001467 -0.001589                 136       0.018867 0.015042
  SNDK        0.014495    0.001012 -8.224464e-04     3.839966 0.001818 9.085117e+06  16515.0    0.165161    2.039917 -0.000982 -0.004910                 107       0.014495 0.015013
  MRVL        0.015857    0.001221  7.841532e-04     0.759399 0.001560 6.004721e+07  93676.0    0.540009    0.000000  0.000482 -0.003807                 109       0.015857 0.015007
  VELO        0.014692    0.001926  9.337282e-04     0.063499 0.001881 3.510800e+06   6604.0    0.023499    0.020000  0.001401 -0.001165                 112       0.014692 0.015003
  MRVL        0.012246    0.002640  5.848661e-03     1.705017 0.001541 5.001856e+07  77081.0    0.071106    0.000000  0.006119  0.004734                 141       0.012246 0.014995
  AAOI        0.003646    0.002793  1.206453e-03     0.329910 0.002600 8.447202e+06  21966.0    0.144913    0.000000  0.000880  0.003563                 104       0.003646 0.014988
  SNDK        0.015470    0.001397 -8.648632e-04     3.429932 0.001655 4.802454e+06   7949.0    1.280029    0.429932 -0.000448 -0.004329                 130       0.015470 0.014985
  TSEM        0.020282    0.002390  0.000000e+00     0.000000 0.002672 1.616642e+05    432.0    0.000000    0.000000 -0.000370 -0.005886                 127       0.020282 0.014984
    ON        0.014798    0.002917 -3.305861e-04     0.509995 0.002759 8.121047e+06  22405.0    0.269997    0.199997 -0.001156  0.003484                  25       0.014798 0.014984
  LRCX        0.017839    0.001418 -1.357810e-03     0.619995 0.001361 9.394180e+06  12784.0    0.119995    0.000000 -0.000747 -0.000652                 134       0.017839 0.014983
  LRCX        0.016236    0.001407 -1.017943e-03     1.309998 0.001325 2.538647e+07  33643.0    0.439972    0.495026 -0.001045  0.000421                 133       0.016236 0.014980
  SNDK        0.013932    0.001429  5.778694e-05     5.189941 0.001253 8.903322e+06  11159.0    1.174927    3.900024 -0.000392  0.000576                 145       0.013932 0.014979
  HYLN        0.021310    0.003929 -2.362184e-03     0.025000 0.003547 4.116006e+06  14601.0    0.005000    0.005000 -0.002252 -0.010929                 134       0.021310 0.014972
    ON        0.022260    0.000812  5.950837e-04     0.260002 0.001354 1.084835e+07  14691.0    0.190002    0.000000  0.000850 -0.001188                 138       0.022260 0.014972
   ARM        0.010871    0.001868 -1.026098e-03     0.859985 0.001560 1.046720e+07  16328.0    0.000000    0.481201 -0.000728 -0.006971                 132       0.010871 0.014954
   STM        0.013872    0.000846  9.719480e-04     0.140007 0.001322 8.970211e+06  11861.0    0.070007    0.000000  0.001180 -0.001524                 138       0.013872 0.014936
  AMPG        0.014882    0.009934 -1.237652e-03     0.010000 0.007395 4.298752e+05   3179.0    0.000000    0.000000  0.001241  0.015733                  23       0.014882 0.014935
  SNDK        0.012612    0.001435  9.443797e-04     3.229980 0.001278 7.643088e+06   9770.0    0.619995    0.729980  0.001304 -0.000414                 146       0.012612 0.014931
  LRCX        0.016774    0.001473 -1.682509e-03     0.739899 0.001314 1.117267e+07  14686.0    0.119995    0.000000 -0.002102 -0.000326                 117       0.016774 0.014921
  MRVL        0.015059    0.001499  6.427391e-04     0.744385 0.001663 2.837106e+07  47187.0    0.474396    0.089996  0.000643 -0.002350                 133       0.015059 0.014918
  FLNC        0.023783    0.002233  2.953227e-03     0.065001 0.001953 3.060591e+07  59766.0    0.000000    0.000000  0.002953  0.003865                 143       0.023783 0.014914
  SNDK        0.015215    0.001447 -2.541487e-04     3.420044 0.001457 4.503755e+06   6560.0    1.424805    1.489990  0.000121 -0.000196                 134       0.015215 0.014913
   ARM        0.003631    0.001826  1.697532e-03     1.180023 0.001438 2.493011e+07  35855.0    0.000000    0.550018  0.001940 -0.000820                 115       0.003631 0.014904
  FCEL        0.018129    0.002148  2.212373e-04     0.059000 0.002514 1.348768e+06   3391.0    0.010000    0.043999  0.000779 -0.005717                 140       0.018129 0.014893
  CRDO        0.034285    0.002054  8.587128e-04     0.559998 0.002267 8.668634e+06  19654.0    0.000000    0.330017  0.001476  0.002731                 120       0.034285 0.014891
  BTGO        0.009140    0.006479  4.345467e-03     0.024900 0.008066 2.178192e+05   1757.0    0.000000    0.000000  0.002613  0.000870                  27       0.009140 0.014887
  BTGO        0.004775    0.007485  1.733142e-03     0.020000 0.009696 1.822455e+05   1767.0    0.000000    0.010000  0.005217 -0.006873                  23       0.004775 0.014885
  AAOI        0.011885    0.001721 -5.907629e-04     0.400009 0.002223 6.845749e+06  15221.0    0.205002    0.104996  0.000164 -0.004153                 111       0.011885 0.014883
  AAOI        0.013516    0.001380 -1.116939e-03     0.389999 0.001746 1.341761e+07  23428.0    0.000000    0.220001 -0.000657 -0.001445                 115       0.013516 0.014874
    ON        0.013625    0.002928 -2.963944e-03     0.889999 0.002912 1.134068e+07  33025.0    0.529999    0.000000 -0.003210  0.005033                  24       0.013625 0.014873
    ON        0.021046    0.001591 -4.241501e-04     0.349998 0.001632 8.383712e+06  13686.0    0.180000    0.119995  0.000212  0.000340                 133       0.021046 0.014872
  SNDK        0.013499    0.001439 -1.446962e-04     4.899780 0.001939 7.143075e+06  13853.0    1.559937    3.052124 -0.000120 -0.005337                 106       0.013499 0.014870
  SNDK        0.013471    0.001264 -8.180497e-04     4.299438 0.001251 7.227255e+06   9040.0    1.189941    1.479492 -0.001262  0.000576                 142       0.013471 0.014869
   ARM        0.002809    0.001555  1.547854e-03     1.089905 0.001271 1.741359e+07  22126.0    0.065002    0.449890  0.003384  0.000067                 110       0.002809 0.014868
  AXTI        0.007716    0.002196 -1.242989e-03     0.257401 0.002164 6.274849e+06  13580.0    0.047401    0.110001 -0.001677 -0.001181                 137       0.007716 0.014864
    ON        0.021739    0.001657  2.548100e-04     0.224998 0.001844 1.788051e+07  32975.0    0.189995    0.005005  0.000170 -0.003385                 120       0.021739 0.014852
  MRVL        0.015712    0.001497 -9.988541e-04     0.649994 0.001643 2.550133e+07  41899.0    0.229980    0.140015 -0.000642 -0.001818                 134       0.015712 0.014849
  AAOI        0.003651    0.002759  6.288914e-04     0.384888 0.002513 7.112868e+06  17876.0    0.064896    0.223587  0.001894  0.000499                 103       0.003651 0.014848
   ARM        0.010135    0.001898  1.247761e-03     0.989899 0.001634 1.365926e+07  22322.0    0.390015    0.139984  0.000729 -0.002163                 133       0.010135 0.014844
  MRVL        0.012710    0.002623  1.068180e-04     0.829987 0.001872 2.596259e+07  48597.0    0.679993    0.119995 -0.000356  0.007479                 144       0.012710 0.014841
  AXTI        0.004580    0.002960 -3.713180e-04     0.340004 0.003535 7.560652e+06  26728.0    0.250000    0.060005 -0.000371  0.003143                 123       0.004580 0.014840
  MRVL        0.016256    0.001369  7.691729e-04     0.725006 0.001579 3.359087e+07  53029.0    0.404907    0.104980  0.000769 -0.000535                 137       0.016256 0.014832
  FCEL        0.015434    0.002129 -3.516480e-03     0.100000 0.002554 9.614841e+06  24559.0    0.020000    0.000000 -0.003954 -0.011770                 107       0.015434 0.014831
  VELO        0.026389    0.003906 -4.984169e-03     0.130001 0.007483 1.535659e+06  11491.0    0.020000    0.000000 -0.004632 -0.005885                  42       0.026389 0.014828
  AXTI        0.009256    0.002826 -8.328238e-03     0.820000 0.002639 1.161112e+07  30642.0    0.070000    0.065002 -0.006891 -0.004819                 108       0.009256 0.014822
   STM        0.015703    0.000915 -5.555683e-04     0.080002 0.001446 1.046044e+07  15123.0    0.040001    0.000000 -0.000972 -0.003669                 136       0.015703 0.014818
  MRVL        0.012674    0.002031 -4.324712e-03     1.539917 0.001754 5.610643e+07  98419.0    0.040009    0.279907 -0.003724 -0.004466                 128       0.012674 0.014817
  AMPG        0.013423    0.004634  4.043091e-03     0.030000 0.006111 1.855816e+06  11341.0    0.000000    0.000000  0.002692  0.003367                 140       0.013423 0.014813
  MRVL        0.015712    0.001587 -5.710337e-04     0.540009 0.001675 2.939942e+07  49247.0    0.119995    0.260010 -0.000428 -0.006704                 132       0.015712 0.014812
  MRVL        0.013667    0.001165 -1.227981e-03     0.739990 0.001721 4.666221e+07  80315.0    0.099976    0.295013 -0.001139 -0.003073                 107       0.013667 0.014798
  AMPG        0.017520    0.004724 -7.596818e-03     0.056800 0.006558 1.225915e+06   8040.0    0.000000    0.000000 -0.007358 -0.008021                 138       0.017520 0.014797
  AXTI        0.005793    0.001980 -3.415225e-03     0.380005 0.002523 8.634934e+06  21789.0    0.060005    0.045006 -0.004157 -0.006377                 128       0.005793 0.014774
    ON        0.017376    0.002050  2.160811e-03     0.279999 0.001312 1.300256e+07  17057.0    0.025002    0.000000  0.001100  0.005655                 142       0.017376 0.014772
   STM        0.012327    0.001626 -4.154286e-04     0.129997 0.001492 1.206899e+07  18004.0    0.089996    0.009995 -0.000208  0.000000                 133       0.012327 0.014768
  LRCX        0.018590    0.001248  4.625259e-04     0.600006 0.001379 1.733565e+07  23899.0    0.320007    0.110016  0.000272 -0.001954                 137       0.018590 0.014751
  AXTI        0.006526    0.002111  1.057729e-03     0.250000 0.002028 9.062178e+06  18380.0    0.105003    0.059998  0.000373 -0.001675                 132       0.006526 0.014749
  BTGO        0.008606    0.009927 -3.430529e-03     0.020000 0.009947 1.408225e+06  14007.0    0.000000    0.000000 -0.001735 -0.012744                  20       0.008606 0.014748
    MU        0.015433    0.002120 -2.054483e-03     4.045044 0.001449 4.117265e+07  59640.0    0.000000    1.819946 -0.002266  0.005049                 145       0.015433 0.014747
  AMPG        0.006509    0.005046 -1.519918e-03     0.050000 0.004492 1.512585e+07  67938.0    0.038000    0.000400 -0.001271 -0.017990                 116       0.006509 0.014739
  AMPG        0.025253    0.004373 -1.261003e-03     0.010000 0.006024 4.621635e+05   2784.0    0.000000    0.000000  0.001214 -0.014925                  42       0.025253 0.014737
    ON        0.018539    0.001732 -3.808403e-04     0.199997 0.001753 6.621205e+06  11604.0    0.144997    0.009995 -0.000381 -0.003122                 104       0.018539 0.014736
    ON        0.019315    0.001650  2.542054e-04     0.259995 0.001880 1.267963e+07  23834.0    0.089996    0.139999  0.000254  0.000593                 122       0.019315 0.014735
    ON        0.016345    0.001602 -4.643727e-04     0.235001 0.001759 9.072548e+06  15955.0    0.180000    0.000000  0.000000  0.003178                 126       0.016345 0.014721
    MU        0.014621    0.002083  7.046927e-04     2.879883 0.001538 3.422637e+07  52640.0    1.294922    0.823242  0.000800  0.003203                 146       0.014621 0.014719
  MRVL        0.013865    0.001757 -1.263812e-03     0.700012 0.001728 3.872541e+07  66912.0    0.095001    0.250000 -0.001175 -0.004736                 129       0.013865 0.014710
  HYLN        0.018898    0.002674 -7.868001e-04     0.029900 0.003410 1.121624e+06   3825.0    0.014900    0.010000 -0.000787 -0.006260                 136       0.018898 0.014709
  HYLN        0.017145    0.007917 -3.869458e-03     0.029900 0.009763 4.378813e+05   4275.0    0.005000    0.000000 -0.004643 -0.010023                  76       0.017145 0.014705
  FCEL        0.018580    0.002120 -1.325620e-03     0.039999 0.002437 1.228721e+06   2994.0    0.010000    0.000000 -0.000442 -0.008019                 141       0.018580 0.014698
  AXTI        0.006699    0.003842 -5.982123e-03     0.485001 0.002801 1.980680e+07  55469.0    0.000000    0.000000 -0.006227 -0.010194                 114       0.006699 0.014689
    MU        0.012846    0.001932  3.872458e-03     4.579956 0.001352 9.190279e+07 124230.0    0.400024    0.000000  0.003371  0.005923                 143       0.012846 0.014678
  FCEL        0.014092    0.002017  4.892599e-04     0.075001 0.003156 5.131351e+06  16196.0    0.000000    0.063900  0.001544  0.001765                 120       0.014092 0.014678
  LRCX        0.017951    0.001136  7.354144e-04     0.760010 0.001587 9.472291e+06  15029.0    0.365021    0.125000  0.000735 -0.000734                 109       0.017951 0.014676
  AAOI        0.011048    0.001363  5.777408e-04     0.507599 0.001910 9.706491e+06  18536.0    0.419601    0.000000 -0.000518 -0.003459                 138       0.011048 0.014668
  VELO        0.012096    0.002098  3.033156e-03     0.082300 0.001903 2.924853e+06   5567.0    0.017300    0.000000  0.002565  0.003970                 116       0.012096 0.014667
   STM        0.012117    0.001627 -1.384858e-04     0.074997 0.001391 2.285764e+07  31803.0    0.040001    0.024994 -0.000138 -0.002142                 132       0.012117 0.014666
  AAOI        0.010525    0.001897 -3.547250e-04     0.349991 0.001977 8.663991e+06  17130.0    0.225891    0.069992 -0.001866 -0.002812                 137       0.010525 0.014646
  AAOI        0.010591    0.001961  1.182008e-03     0.380005 0.001889 8.891846e+06  16795.0    0.059998    0.139999  0.001807 -0.001931                 141       0.010591 0.014644
   ARM        0.011505    0.001129  2.171663e-04     0.790009 0.001540 1.501622e+07  23124.0    0.359985    0.350006  0.000760 -0.001923                 140       0.011505 0.014638
   ARM        0.005552    0.001809 -4.445094e-04     0.719910 0.001665 8.963213e+06  14923.0    0.295013    0.259888 -0.000956 -0.001104                 118       0.005552 0.014637
    ON        0.018909    0.001856 -4.900713e-04     0.319901 0.001464 2.695769e+07  39468.0    0.024902    0.237099 -0.000469  0.001332                 114       0.018909 0.014637
  LRCX        0.016250    0.001401  0.000000e+00     0.769897 0.001373 1.354518e+07  18596.0    0.609894    0.160004  0.000027 -0.001032                 119       0.016250 0.014630
  LRCX        0.016332    0.001535  1.630723e-04     0.500000 0.001216 1.001116e+07  12178.0    0.119995    0.320007  0.000326 -0.001763                 129       0.016332 0.014622
  CRDO        0.014012    0.003740 -8.518111e-04     1.139984 0.003853 2.838274e+06  10937.0    0.000000    0.910004 -0.002053  0.004693                  88       0.014012 0.014622
  AAOI        0.011155    0.001918  4.595218e-04     0.479904 0.001420 1.877693e+07  26666.0    0.005005    0.404907  0.000427 -0.003140                 130       0.011155 0.014606
   STM        0.012046    0.000985 -3.037013e-03     0.600006 0.000814 4.995080e+08 406574.0    0.040001    0.340004 -0.002762 -0.005371                 124       0.012046 0.014603
  MRVL        0.013251    0.001536 -1.387301e-03     0.699982 0.001511 2.178225e+07  32910.0    0.230011    0.079987 -0.000498  0.000410                 112       0.013251 0.014598
  AXTI        0.004176    0.003204  2.786519e-04     0.305000 0.003621 6.232254e+06  22569.0    0.072495    0.209999  0.001208  0.002388                 121       0.004176 0.014577
  MRVL        0.012512    0.001836  2.372718e-03     1.100006 0.001508 2.994957e+07  45154.0    0.075012    0.360016  0.002373  0.000036                 115       0.012512 0.014560
    ON        0.018496    0.002034  5.489865e-03     0.729996 0.001265 2.781990e+07  35205.0    0.034996    0.049995  0.005404  0.004592                 141       0.018496 0.014554
  VELO        0.013038    0.001561 -9.304702e-04     0.059900 0.001852 2.099006e+06   3888.0    0.014999    0.024900 -0.000930  0.001632                 117       0.013038 0.014553
  HYLN        0.013312    0.004984  6.526331e-03     0.041400 0.004752 4.982920e+05   2368.0    0.000000    0.000000  0.005512 -0.001564                  99       0.013312 0.014543
  HYLN        0.014107    0.004800  0.000000e+00     0.010000 0.005095 7.374109e+05   3757.0    0.000000    0.010000  0.001570  0.003145                 102       0.014107 0.014535
  FLNC        0.026107    0.001526  2.270282e-04     0.065001 0.001598 1.242918e+07  19866.0    0.000000    0.060001  0.000681  0.000000                 122       0.026107 0.014534
  AAOI        0.012217    0.001711  1.314298e-04     0.352997 0.002136 1.147115e+07  24502.0    0.254990    0.078003 -0.000328 -0.002262                 112       0.012217 0.014525
   STM        0.013450    0.001419 -1.315427e-03     0.139999 0.001535 1.113626e+07  17096.0    0.035004    0.010002 -0.001108 -0.001246                 134       0.013450 0.014520
  LRCX        0.018686    0.000973 -8.557462e-04     0.700012 0.001258 1.546638e+07  19457.0    0.180023    0.205109 -0.001263 -0.000258                 139       0.018686 0.014517
  VELO        0.013038    0.003665 -6.706774e-03     0.160002 0.002144 1.659691e+06   3559.0    0.000000    0.015001 -0.008083  0.000932                 128       0.013038 0.014515
  HYLN        0.021143    0.004239 -4.676498e-03     0.035000 0.008988 2.600789e+06  23377.0    0.005000    0.000000 -0.003916 -0.016179                  77       0.021143 0.014511
    MU        0.013131    0.001934 -1.977254e-04     2.839966 0.001378 5.729452e+07  78935.0    1.650757    0.974976 -0.000281  0.009054                 144       0.013131 0.014510
  FCEL        0.018129    0.003283 -1.765961e-03     0.099998 0.003240 1.323501e+07  42879.0    0.059999    0.000000 -0.002427 -0.003526                 117       0.018129 0.014509
  AAOI        0.009664    0.001924  1.476563e-03     0.609909 0.001502 1.301554e+07  19553.0    0.300003    0.084900  0.001477 -0.004244                 131       0.009664 0.014508
  FCEL        0.013780    0.002981 -1.890078e-03     0.042999 0.002705 1.117275e+06   3022.0    0.000000    0.000000 -0.001451 -0.000572                 134       0.013780 0.014504
  MRVL        0.014914    0.001632  8.213798e-04     0.459900 0.001478 6.624121e+07  97927.0    0.000000    0.229889  0.000571  0.000929                 114       0.014914 0.014503
  FCEL        0.012309    0.002957  0.000000e+00     0.030001 0.002551 7.393560e+05   1886.0    0.030001    0.000000  0.001321  0.002204                 133       0.012309 0.014482
  PRIM        0.015107    0.002642 -2.442242e-03     0.603500 0.003241 2.103536e+07  68179.0    0.163498    0.235001 -0.003273  0.000837                 145       0.015107 0.014469
  CRDO        0.014662    0.004098 -6.955264e-03     2.079987 0.003410 1.585791e+07  54070.0    0.000000    0.204987 -0.006955 -0.015790                  74       0.014662 0.014466
  MRVL        0.015240    0.001410  2.499369e-04     0.529999 0.001624 3.035306e+07  49297.0    0.299988    0.160004  0.000464  0.000036                 135       0.015240 0.014461
  HYLN        0.012520    0.001951  0.000000e+00     0.027200 0.002837 3.457560e+06   9810.0    0.027200    0.000000  0.000000  0.000000                 113       0.012520 0.014460
    ON        0.018625    0.001370  6.777519e-04     0.229996 0.001664 8.791799e+06  14630.0    0.079994    0.070000  0.000296 -0.001099                 106       0.018625 0.014459
  LRCX        0.017521    0.001045 -1.236443e-03     0.899902 0.001764 1.078054e+07  19020.0    0.094910    0.349976 -0.000653 -0.000381                 107       0.017521 0.014452
  AAOI        0.008937    0.002103 -1.732192e-03     0.500702 0.001862 1.052018e+07  19586.0    0.015701    0.220001 -0.002371  0.002198                 135       0.008937 0.014444
  LRCX        0.015822    0.001361  5.843085e-04     0.510010 0.001261 2.562063e+07  32315.0    0.154999    0.140015  0.000544 -0.003640                 131       0.015822 0.014443
  FCEL        0.008318    0.002130 -3.056755e-03     0.070000 0.002061 4.018676e+06   8282.0    0.000000    0.000000 -0.003274  0.002195                 127       0.008318 0.014433
  VELO        0.012803    0.004018 -2.322394e-03     0.053501 0.003166 1.289316e+06   4082.0    0.003500    0.000000 -0.004629  0.000233                 133       0.012803 0.014426
  AAOI        0.007683    0.002271 -2.804178e-03     0.527191 0.002626 1.002185e+07  26316.0    0.080399    0.016800 -0.003649 -0.002479                 106       0.007683 0.014424
